Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Social_Score_missing,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
39,Female,Canada,Montreal,2.5,21,42.8,8.5,39.9,3,19,138.02,56,49.6,4.9,55.4,1,5,67.4,0,2,2182.43,1172,0,Q3
39,Male,Australia,Sydney,1.2,2,19.3,8.1,59.3,1,7,147.1,23,24.6,3.5,22.6,3,2,7.7,0,2,979.33,2238,0,Q2
29,Female,Australia,Sydney,1.9,0,17.4,8.5,77.5,1,9,153.56,6,62.2,2,0,6,0,23.2,0,1,1399.97,0,1,Q2
42,Female,USA,Chicago,3.7,14,27.4,7.2,47.1,6,12,149.95,13,13.8,9.5,29.8,4,3,36.1,0,2,1702.46,2669,0,Q2
52,Male,Canada,Toronto,2.2,2,15.3,5.7,72.7,0,6,73.85,29,42.8,3.1,20,10,0,26.7,0,3,412.19,0,0,Q3
54,Male,USA,Houston,4,3,20.7,8,57.3,2,12,132.59,45,62,8.8,16.2,7,2,0,0,2,1322.19,1306,0,Q1
33,Female,USA,Phoenix,7.9,10,26.8,10.9,60.8,7,10,249.25,27,34.9,7.3,9.3,6,2,24.2,0,3,2260.79,1831,1,Q2
42,Female,USA,New York,0.5,14,16.3,5.7,86.6,0,19,126.64,37,44.64,0,27.2,7,0,42.8,0,1,1568.58,975,0,Q4
33,Male,Canada,Montreal,1,20,37,12.4,38,7,19,165.6,9,45.3,3.3,44.5,4,6,33.8,0,4,2951.22,3637,0,Q2
32,Female,Canada,Vancouver,1.5,15,25.2,12.9,56.1,4,14,101.9,27,39.4,12.6,21.3,6,1,26.5,0,2,1704.56,2441,0,Q3
18,Female,USA,Phoenix,2.4,13,24.6,7.5,55,0,8,116.41,28,9.6,2.5,18.1,2,0,27.4,1,2,749.18,1009,1,Q2
36,Male,UK,Birmingham,1.1,10,29.1,8.8,41.9,2,15,161.49,37,53.2,2,30.3,6,6,55.1,0,3,2650.44,0,1,Q3
38,Male,USA,Chicago,0.8,27,34.3,10.6,40.9,11,18,60.28,0,0,0,38.7,1,5,27.4,1,3,1122.19,1864,1,Q1
27,Female,Canada,Calgary,0.8,14,10.5,8.5,50.8,1,10,136.29,11,42,2.3,12.1,9,1,42.9,0,5,1465.77,0,0,Q1
43,Female,Japan,Kyoto,2.5,16,22.1,4.3,64,2,9,165.88,16,18.2,2.4,0,12,1,40.4,0,3,1511.95,0,0,Q1
28,Male,USA,New York,1.3,4,29.6,8.6,58.9,7,9,100.08,16,53,8.5,13.7,5,5,27.4,1,2,869.07,2794,0,Q3
18,Male,USA,Chicago,3.8,4,24.9,3.8,77.5,5,12,89.2,1,30.7,3.9,27.4,8,0,21.2,0,5,1213.68,1748,0,Q2
41,Male,India,Delhi,4,2,32.6,8.8,52.9,2,9,102.92,72,39.6,8.8,18.1,5,2,35.4,0,2,804.82,0,0,Q1
18,Male,USA,Chicago,1.9,8,24.4,8.7,44.5,0,16,112.14,16,59.7,10.9,31,6,4,4.4,0,1,1825.32,1016,0,Q3
30,Male,Australia,Brisbane,1.3,21,36.1,14.1,52.5,11,26,69.06,9,70.2,5.1,21.6,5,7,29.1,0,2,1269.91,434,0,Q4
27,Male,Canada,Vancouver,2.2,22,20.4,14.2,51.5,7,12,109.82,42,44.2,7.8,39.6,8,4,27.4,1,1,1397.05,1772,0,Q2
18,Male,Germany,Munich,0.4,0,6.8,1.5,75.7,0,6,92.42,22,39.5,3.1,10.4,3,0,10.2,0,2,605.2,1033,1,Q3
43,Female,UK,London,7.8,13,35,15.7,26.8,6,17,108.49,17,85.7,5.8,34.5,3,7,51.6,0,2,1506.99,2126,0,Q3
23,Female,UK,Glasgow,10,0,12,8.1,69.7,2,7,72.46,27,75.48,3.1,11.8,10,0,0,0,3,479.91,1869,1,Q4
31,Male,Canada,Montreal,1,0,15.5,9.4,84.7,1,9,111.59,24,73.92,6,4.8,5,2,0,0,2,744.78,0,1,Q4
25,Male,UK,London,1,13,42.4,5.8,49.2,6,11,100.89,29,55.6,3,37.1,3,3,27.4,1,2,1114.47,1589,0,Q1
30,Female,Germany,Berlin,2.6,18,32.7,13.8,24.8,5,14,90.59,49,56.4,4.9,5.8,6,4,53.8,0,3,1518.78,2755,0,Q2
37,Female,Germany,Cologne,4.4,0,14.5,8.2,73.3,2,10,156.78,13,17.3,13.5,16.8,4,2,0,0,2,1402.46,3231,0,Q3
60,Male,Germany,Munich,2.7,0,15.7,4.9,70,1,5,116.5,29,54.48,0,0,8,1,0,0,2,472.75,965,1,Q4
35,Female,Australia,Adelaide,0.2,13,34.4,11,56.3,0,22,68.68,16,26.3,83.74245738,38.3,3,2,47.1,0,2,1725.51,1704,0,Q1
24,Male,Germany,Munich,0.4737128366,16,18.5,6.2,43.3,3,95,99.72,4,45.6,8.4,20,8,3,21.9,0,2,919.77,1311,0,Q3
37,Female,Australia,Perth,0.7,11,38.3,8.3,65.7,5,13,115.37,1,35.2,10.3,21.1,2,5,28.3,0,1,1592.21,0,0,Q2
36,Male,Canada,Ottawa,3.9,17,35.4,19.4,28.5,17,19,123.07,2,48.2,8.5,48.8,5,6,57.1,0,4,1923.92,0,0,Q3
53,Male,UK,Manchester,3.3,7,35.8,10.4,47.2,0,11,89.52,5,40.68,5.1,28.3,9,3,40.7,0,3,679.63,3250,0,Q4
39,Female,Australia,Melbourne,3.2,26,39.9,10.5,55.1,3,20,189.26,13,103.68,1.8,33.1,6,1,35.4,0,3,2675.72,0,1,Q4
41,Male,Germany,Berlin,2,24,42.5,11.7,43.3,4,14,74.83,61,34.8,9.9,32.8,5,1,51.5,0,2,1069.56,1013,0,Q1
34,Female,USA,Chicago,2.9,8,26.7,9.1,65.4,6,15,114.56,4,21.6,12,43.7,7,4,27.4,1,2,1878.59,3367,1,Q2
26,Female,UK,Leeds,5.3,12,28.8,7.5,44.6,4,11,109.54,9,40.5,8.5,22.8,8,2,42,0,1,1021.98,445,0,Q2
33,Male,USA,Chicago,2.8,7,26.8,4.1,80,3,9,162.52,4,69.24,6.8,20,6,0,11.8,0,1,1236.39,1508,0,Q4
45,Male,India,Delhi,1.8,5,15.1,7.4,59.2,3,7,221.03,9,33,18.9,5.2,3,1,28.9,0,4,1112.98,0,0,Q4
43,Female,USA,New York,2,19,40.9,10.2,47.4,8,22,76.51,40,22.9,4.5,44.3,6,6,27.4,1,1,1673.93,3673,0,Q2
32,Male,USA,Phoenix,2.4,13,29.2,11.6,39.9,6,14,70.55,4,19.9,2.3,43.5,4,4,59,0,4,970.07,2120,0,Q2
54,Male,Australia,Melbourne,3.4,14,20.4,8.4,60.8,2,21,92.49,75,28.2,6.7,7.7,7,4,32.7,0,2,1599.47,2513,0,Q2
37,Female,USA,Chicago,1.7,2,8.5,1.6,84.7,1,9,134.52,13,16.4,6,20,5,0,0,0,2,1374.98,0,1,Q3
29,Male,UK,London,2.4,0,25.3,7.3,56.3,1,9,116.32,2,30.4,0,11.1,3,2,15.5,0,2,1090.27,2015,0,Q1
44,Male,USA,New York,3.7,13,43.1,8.5,53.1,4,16,88.06,4,63.9,5.4,26.4,7,1,10.1,0,3,1301.36,2110,0,Q2
39,Male,France,Nice,2.5,6,16.5,4.5,68.4,0,10,75.65,33,31.44,2.2,3.6,4,1,27.4,1,1,598.99,0,1,Q4
26,Female,USA,Los Angeles,1.7,9,19.6,5.4,55.3,4,20,112.06,15,7.08,1.6,24.7,5,2,16.4,0,2,1747.26,2140,0,Q4
24,Female,Canada,Vancouver,0.4,15,36.7,9.8,41.6,7,17,76.01,2,30,6.6,30.7,1,2,58.9,0,2,1216.93,2473,0,Q2
22,Female,Germany,Frankfurt,2.7,1,5.1,2.3,81.6,0,9,109.43,16,92.16,1.7,0,12,0,0,0,2,648.7,2137,1,Q4
29,Male,India,Delhi,0.4,15,26.8,6.9,82.9,4,6,104.56,2,56.4,6.1,30.7,4,1,18.9,0,3,677.67,669,0,Q2
37,Female,France,Marseille,6,21,36.7,8.5,47,4,19,72.77,6,3.4,10.4,26.9,6,2,27.4,1,1,1450.5,2501,0,Q1
38,Male,France,Paris,2.2,14,42.3,11.4,31.2,5,24,93.83,33,88.8,6.3,51.5,7,5,47.5,0,1,1474.12,1831,0,Q4
40,Male,Germany,Cologne,1.1,12,20.2,9.1,70.6,0,11,61.53,6,50.7,5.2,38.4,4,1,38.9,0,2,779.16,2406,0,Q2
37,Female,Japan,Nagoya,1,0,16.2,6,69.7,4,7,143.61,26,54.3,6.3,8.8,4,0,0,0,2,1176.53,0,0,Q2
48,Female,Australia,Melbourne,1.3,0,24.5,4.1,62.7,0,5,148.79,12,25.4,7,0,7,1,7.9,0,3,683.28,3029,0,Q1
40,Female,USA,Chicago,5.6,0,26.8,3.1,82.5,2,8,104.4,55,42,3.5,12.1,1,1,0,0,4,969.88,1890,1,Q3
37,Female,Australia,Brisbane,2.7,20,20.2,7.3,57.1,2,7,69.97,15,59.5,0.7,11.5,9,2,27.4,1,2,471.08,1421,0,Q3
38,Female,Canada,Montreal,0.2,14,14.3,2.2,69.6,2,7,168.52,8,27.6,2,3.1,3,3,20.7,0,2,1116.1,2525,0,Q4
46,Female,India,Mumbai,0.6,13,29,7.6,61,3,9,44.32,56,39.9,7.4,9.2,6,2,9.4,0,2,401.51,934,0,Q1
18,Female,USA,Houston,0.8,21,49,14.2,38.6,7,20,117.24,3,22.3,4.1,45.8,4,10,67.2,0,2,2532.93,0,1,Q1
35,Female,France,Paris,10,26,55.5,12.5,47.9,7,27,103.25,53,75.36,10.8,28.6,3,5,64.9,0,4,2487.05,3250,0,Q4
51,Male,France,Lyon,7.7,15,28.3,5.5,56.5,5,12,106.4,30,61.8,4.9,15.1,4,1,2.4,0,1,1138.99,1594,0,Q2
45,Female,France,Nice,5,20,37.7,13.5,40.6,10,23,202.18,43,40.08,15.7,23.5,6,2,66.8,0,1,4328.02,4448,1,Q4
38,Male,USA,Chicago,2.2,6,26.1,6,54.2,6,9,89.83,34,42.8,11.6,41.2,6,2,26,0,5,674.66,0,0,Q3
44,Male,Canada,Ottawa,2.9,12,33.4,7.5,57.1,8,9,48.41,52,65.4,3.6,0,10,2,27.4,1,1,444.73,2153,0,Q2
38,Female,Germany,Cologne,3.3,3,20.6,6.1,51.5,0,10,83.14,78,20.88,14.5,7,6,0,0,0,1,788.09,1638,1,Q4
30,Male,UK,London,3.2,10,26.8,12.2,74.8,10,22,158.24,13,71.88,5.6,1,12,2,28.3,0,5,2994.24,0,1,Q4
18,Male,USA,Houston,0.9,22,43.1,15.3,45.7,9,27,103.99,29,38.04,4.2,24.5,6,10,27.4,1,4,2080.48,3113,1,Q4
23,Male,Germany,Berlin,2.4,22,32.9,9.4,56,8,20,141.24,12,10.56,1.1,25.7,5,4,55.2,0,3,2314.55,2152,1,Q4
30,Male,Canada,Montreal,4.7,20,36.8,15.1,35.6,8,16,187.2,31,22.9,16.1,19,3,5,52,0,5,2858.43,2998,0,Q3
50,Male,Germany,Hamburg,5.1,2,18.1,8.7,66.7,2,7,151.86,17,46.2,10.5,11.3,6,1,27.4,1,4,825.1,1591,1,Q4
34,Female,Canada,Calgary,6.9,5,28.3,6.5,58.5,3,11,93.85,10,55.32,7.5,8,6,3,21.8,0,3,954.92,2730,0,Q4
41,Female,Canada,Toronto,1.5,19,31.4,9.1,63.4,7,13,46.3,75,66.5,0,24.6,4,5,35.2,0,3,586.32,1020,0,Q1
45,Male,Canada,Calgary,3.9,4,14.7,8.5,64.6,3,7,113.9,2,50.6,9.1,9.5,1,1,0,0,3,843.43,0,0,Q1
47,Male,Japan,Osaka,3.1,17,33.3,7.2,53.9,0,10,116.57,29,54.4,6.8,21.9,4,1,24.9,0,1,974.02,3689,0,Q2
19,Female,India,Bangalore,2.9,6,16.2,2.1,70.8,0,6,121.49,43,61.3,1.9,0.8,6,1,0,0,2,587.98,843,1,Q1
29,Male,USA,Chicago,4,13,41.6,11.6,30.1,5,15,69.36,118,71.52,4.9,19.5,9,5,56.4,0,1,829.46,1092,0,Q4
32,Male,France,Paris,6,10,20.5,4.7,74,3,10,187.5,29,77.76,2,5.4,4,4,27.4,1,3,1750.08,0,0,Q4
36,Female,Canada,Montreal,1.2,5,18.1,5.5,74.8,1,7,118.89,1,49.4,0,13.2,6,1,0,0,2,961.74,0,0,Q1
27,Female,UK,Birmingham,5.7,8,24.1,8.2,49.2,3,10,84.13,6,74.1,5,12.8,5,3,54.7,0,5,791.8,1686,0,Q3
29,Male,India,Bangalore,3,8,14.2,5.7,62.6,2,10,66.38,26,3.8,12.5,8.4,8,2,16.3,0,3,698.99,1345,0,Q3
42,Male,Canada,Vancouver,4.2,12,23.9,7.6,51.9,1,9,109.01,20,19.6,11.6,29.9,2,1,20.5,0,1,1140.95,2138,0,Q2
29,Female,USA,Phoenix,10,15,40.5,10.8,40.4,9,18,116.04,50,24.8,4.9,25.5,6,5,37.9,0,2,2125.95,3926,1,Q3
21,Male,France,Marseille,0.5,2,17.9,6.2,64.5,1,7,106.36,10,51.24,5.7,20,8,6,27.4,1,2,645.25,1857,0,Q4
43,Male,Canada,Montreal,1.7,19,42,13.7,47.4,5,18,154.72,36,81.84,7.9,27.8,3,2,61.2,0,3,2035.1,2209,0,Q4
34,Male,USA,Phoenix,6.3,13,32.2,8,33.8,2,9,104.03,54,45.6,2.8,17.8,7,4,41.4,0,1,961.96,2379,0,Q3
18,Male,Canada,Vancouver,0.7,5,27.4,8.9,56.1,3,13,77.43,97,42.9,4,20,4,2,26.3,0,2,937.06,1098,0,Q1
18,Male,USA,Chicago,2.8,4,26.8,6.4,73,5,13,38.72,32,21.96,2.2,37.1,5,1,23.2,0,2,347.16,2035,1,Q4
61,Female,Germany,Hamburg,5.6,0,19.2,6.3,67.4,3,6,141.66,14,35.4,0,6,5,1,0,0,1,588.2,1374,0,Q4
33,Male,USA,Chicago,4.1,37,51.2,14.1,26,12,24,213.26,9,5.5,8,40.7,3,5,92.5,0,3,4208.91,0,0,Q1
36,Female,USA,Houston,0.7,24,41.8,15.8,36.1,6,18,130.32,67,62.2,10.2,62.5,5,5,88.6,0,3,2462.6,4285,1,Q2
39,Female,UK,Birmingham,1.3,24,31.2,9.2,48.2,6,19,96.67,33,70.32,10.2,35,1,4,31,0,2,1522.83,1464,0,Q4
52,Male,Canada,Calgary,4.2,19,40.1,10.2,45.6,7,36,124.22,8,22.32,13.4,37.9,2,5,39.7,0,5,3412.53,2702,0,Q4
47,Male,Canada,Calgary,0.7,0,26.8,8.5,69.8,0,10,97.42,58,39.12,2.1,0,4,0,0,0,2,623.57,1886,1,Q4
45,Female,USA,Houston,3.4,18,22.1,9.9,34.1,6,22,126.61,27,89.64,6.5,41.9,4,4,17.6,0,2,2477.36,0,0,Q4
25,Male,USA,Phoenix,4.2,3,26.8,6.7,63.7,1,10,117.91,10,80.8,8,19.1,5,1,4.7,0,1,1406.86,3896,0,Q3
31,Female,Canada,Vancouver,0.5,15,27.8,9.4,70.2,6,12,108.2,12,56.8,2.6,27.8,5,6,51.1,0,4,1324.08,1456,0,Q2
20,Female,UK,Manchester,4.6,13,34.2,10.6,39.2,1,18,152.18,38,48.9,6.4,12.4,1,3,52.7,0,1,2195.22,1970,0,Q2
33,Female,USA,New York,1.3,15,28.4,12.3,61.7,5,10,122.71,66,27.7,21.8,0.3,10,3,41.1,0,5,1073.92,2833,0,Q2
30,Male,USA,Los Angeles,5.5,22,26.8,8.1,67.5,5,14,146.62,15,67.5,3.2,25.2,3,2,27.4,1,2,2114.06,1265,0,Q3
26,Female,India,Mumbai,1.5,10,11.6,5.8,73.2,1,14,99.49,41,65.4,1,21.9,9,2,35.5,0,3,1281.36,2568,0,Q4
29,Male,Australia,Sydney,0.9,26,51.3,14.8,41.1,8,24,154.37,39,73.68,2.2,37.8,4,6,56.3,0,1,2386.39,2987,1,Q4
55,Male,Canada,Montreal,4.5,14,21.3,8,70.7,1,15,48.25,44,0,0.9,20,1,1,27.1,0,1,637.35,662,0,Q4
35,Female,Germany,Cologne,1.9,27,31.2,13.8,46,5,19,122.98,29,45.4,1.1,42,7,2,27.4,1,1,2631.98,1574,1,Q3
30,Female,France,Toulouse,5.4,10,17.1,6.9,55.2,1,9,102.13,23,46.92,1.5,19.7,2,1,11.3,0,4,653.37,339,0,Q4
35,Male,Australia,Adelaide,4.1,34,55.4,19.4,6.1,12,24,62.53,22,71,2.6,56.7,2,7,100,0,3,1787.07,4879,0,Q3
35,Female,USA,New York,8.6,20,41.3,13.4,60.9,9,18,106.7,11,37.6,13.8,39,5,10,76.6,0,3,2251.72,3170,0,Q1
44,Female,India,Chennai,2.3,6,23.9,6.5,51.2,3,7,188,81,16.1,5.8,16.1,6,1,9.2,0,2,1182.47,2033,1,Q1
52,Female,USA,Chicago,2.2,5,23.4,5.2,73.6,1,6,80.27,128,33.96,1.9,1.7,6,3,10.3,0,3,379.32,2185,1,Q4
18,Male,Japan,Yokohama,5.7,17,27.4,7.9,51.7,2,13,110.57,63,77.88,0.3,28.7,7,1,39.5,0,1,1126.77,1326,0,Q4
34,Male,USA,Houston,1.9,18,37.9,14.6,20.8,6,17,192.59,0,30.6,6.4,46.5,1,10,36.9,0,2,3350.44,4360,1,Q1
49,Male,USA,New York,6.8,17,37.2,8.9,45.7,6,20,84.89,7,5.4,23.3,26.7,7,7,24.1,0,4,1288.55,3079,0,Q4
35,Male,USA,Houston,3.3,13,27.8,6.3,72.1,4,9,54.18,18,28.6,0.8,9.2,7,2,57.2,0,1,391.8,0,0,Q1
24,Female,Canada,Montreal,1.3,19,45.2,14.4,44.5,4,15,90.24,1,74.1,18.9,10.8,6,8,48.1,0,2,1115.19,3162,0,Q3
33,Male,Germany,Hamburg,4.2,8,14.7,4.8,67.6,1,10,158.43,1,19.56,9.3,29.6,9,0,0,0,2,1122.19,741,0,Q4
37,Male,Germany,Berlin,3.9,9,26.8,7.7,61.9,3,16,195.86,10,17.6,9.4,0.4,5,0,31,0,1,3108.02,2110,1,Q3
18,Female,Australia,Brisbane,1.5,16,20.7,5,83.6,3,9,122.44,2,41.1,7.8,6.3,10,0,18.3,0,3,1270.98,0,0,Q3
40,Male,Germany,Munich,3.2,6,16.2,8.9,73.9,0,13,123.57,48,52.8,2,20.4,5,2,32.8,0,3,1454.89,0,0,Q4
37,Female,UK,Manchester,2.7,20,35.3,12.3,35.2,10,18,87.9,3,8.4,14.9,24.2,5,6,27.4,1,2,1816.41,3561,0,Q2
58,Female,USA,Houston,1.9,0,1.7,2.7,80.6,0,2,79.43,4,2.3,4.9,0,10,2,5.9,0,3,162.22,1931,1,Q2
26,Male,USA,Los Angeles,1.6,21,35.8,9.8,41.4,6,10,155.74,18,17.4,5.8,37.5,6,2,29.2,0,1,1808.11,0,0,Q3
54,Male,France,Paris,1.9,12,30.1,7.1,58.3,6,14,136,14,86.04,14,12.1,8,3,22.1,0,5,1621.8,2347,0,Q4
37,Female,USA,Los Angeles,3.6,11,25,8.5,75.6,2,28,191.6,31,70.08,14.9,12.8,5,3,27.4,1,3,3757.44,1001,0,Q4
31,Male,Australia,Sydney,0.2,6,37.3,13.9,64.1,7,22,131.37,64,22.56,7.4,29.8,4,6,27.4,1,4,2546.19,0,0,Q4
43,Female,UK,Birmingham,1.8,11,23.4,6.8,73.3,3,8,111.83,20,33.1,17.5,19.7,5,0,0,0,1,737.2,0,0,Q3
37,Male,Japan,Yokohama,2.5,0,14.5,3.1,74.1,0,2,82.28,8,23.7,0,0,7,0,27.4,1,1,148.57,445,1,Q1
43,Female,USA,Los Angeles,2.1,6,27.1,5.6,65.5,2,7,159.26,97,20.16,7.6,4.8,5,4,0,0,4,1112.1,0,1,Q4
40,Female,Germany,Munich,5.8,13,15.5,7.6,57.7,4,7,124.93,62,4.5,12,14.6,3,4,22.7,0,4,957.87,926,0,Q3
18,Female,USA,New York,2.1,14,17.1,6.6,80.9,2,4,109.78,1,49.6,5.7,18.8,10,0,9.4,0,3,370.04,502,1,Q1
25,Female,Germany,Cologne,0.9,8,27.2,12.3,50.2,7,16,109.5,29,24.8,4.7,13.2,6,9,27.4,1,2,1838.87,2546,1,Q1
55,Female,UK,Leeds,3.2,12,26.8,6.5,63.5,3,11,185.93,4,0,9.7,11.1,7,2,22.8,0,2,1841.51,2615,0,Q3
40,Male,USA,Phoenix,1.9,25,37.2,11.2,52.6,3,15,120.89,66,50.52,0.8,38.5,8,6,55,0,2,1543.16,2853,0,Q4
40,Female,Canada,Toronto,2.8,12,46.8,13.9,46.5,10,17,82.03,0,55.6,2.9,43.2,3,4,52.8,0,2,1380.52,3389,0,Q1
34,Female,UK,Leeds,1.1,5,29.6,9.2,47.4,1,15,99.93,5,44.4,10.5,33.4,8,2,27.4,1,3,1752.17,1492,0,Q2
36,Female,USA,New York,0.3,16,33.3,6.3,56.1,6,19,58.75,29,34.8,1,29.5,6,4,44.4,0,1,1150.25,2302,0,Q1
52,Male,UK,Glasgow,3.4,10,20.2,8.5,62.1,2,11,98.15,36,34.5,2.4,2.4,8,2,23,0,4,1059.59,2557,0,Q2
46,Male,USA,Houston,3,7,19.7,7.6,67.6,3,10,47.91,43,47.9,3.5,14.7,7,2,0,0,2,390.35,1193,0,Q2
54,Female,Germany,Cologne,1.5,16,33.6,11.3,49.3,4,23,96.57,51,23.4,7,40.9,7,2,59,0,3,1552.89,3581,0,Q4
43,Female,USA,Chicago,5.6,0,18.3,2.3,69.4,1,5,93.43,53,67.4,6,0.4,6,0,0,0,5,481.95,3090,1,Q2
18,Male,UK,London,2.7,10,23.1,9.7,52.3,5,13,109.5,29,89.64,7.3,31.8,6,1,37.4,0,2,886.52,2451,0,Q4
18,Female,Germany,Frankfurt,5.4,1,18.1,8.5,73.7,3,7,222.5,103,45.7,4.6,31.1,5,5,22,0,1,1278.34,1177,1,Q3
49,Male,USA,Chicago,1.1,2,26.8,5.9,75.1,1,6,159.95,11,55.7,6,0,7,0,8,0,4,844.15,661,1,Q3
52,Male,USA,Houston,2.2,16,27.1,10.7,62.3,4,8,107.69,22,32,3.6,0,5,3,27.4,1,2,708.58,3064,0,Q2
48,Male,UK,London,6.5,10,34.5,8.5,45.3,8,12,88.31,8,44.2,0,28.1,4,1,27,0,3,1257.46,3601,0,Q3
31,Male,USA,New York,2.2,19,40.1,8.5,39.2,9,18,161.89,77,0,4.3,33.3,5,3,70,0,3,3338.45,3324,1,Q2
53,Male,USA,New York,2.6,12,22.8,10.2,59,3,12,50.96,29,48.2,0,9.8,8,4,51.3,0,4,538.57,0,0,Q3
24,Female,USA,New York,2,35,40.3,13.8,33,5,18,171.54,6,54.6,0.9,40.1,1,6,27.4,1,3,2897.72,2240,0,Q2
49,Female,USA,Houston,3.9,11,25.8,8.5,63,1,6,83.97,7,8.04,3.3,19.4,7,2,0,0,1,422.68,1054,0,Q4
38,Female,Germany,Munich,1.5,27,58.4,15.6,20.6,10,27,113.54,40,10.4,0,48.5,2,2,27.4,1,2,2837.15,4709,0,Q2
33,Female,Canada,Vancouver,0.6,5,17.6,8.5,59.2,7,13,105.38,23,65.64,3.2,11.7,3,4,39.5,0,4,1186.72,2767,0,Q4
43,Female,USA,Houston,0.5,10,26.8,8.5,70.9,1,15,86.69,93,53.8,5.9,15.2,3,1,15.1,0,3,1341.07,0,0,Q3
26,Male,France,Toulouse,2,9,17.2,5,83.9,1,5,70.95,29,0,6.7,0,10,0,17.4,0,3,326.26,0,1,Q4
40,Female,UK,London,5,4,14.7,6,55.9,2,13,128.53,28,56.16,4.1,13,3,1,1.6,0,2,1523.05,2986,0,Q4
28,Female,USA,Los Angeles,3.1,34,61.7,22.8,2.8,13,26,98.12,29,48,2.4,52.1,1,6,64.5,0,3,2519.74,5587,0,Q1
24,Female,USA,Los Angeles,0.3,0,23.8,8.1,56.5,2,9,97.93,10,72.84,2.7,8.5,6,2,0,0,2,810.65,93,0,Q4
40,Female,USA,Los Angeles,1.1,11,31.6,13.4,40.5,12,16,81.37,1,37.1,12.6,40.2,7,4,49.7,0,2,1153.15,1811,1,Q3
44,Male,Canada,Ottawa,0.4,23,40.1,11.4,44.7,4,22,150.38,1,45.96,3.4,35.1,4,4,39.5,0,4,2891.69,171,0,Q4
35,Female,France,Marseille,3.6,11,23.4,9.5,57.9,0,10,124.19,34,29.9,14.1,22.9,4,3,26.9,0,3,1038.61,1447,0,Q1
31,Female,USA,Los Angeles,3.7,17,40.5,12.7,44.6,4,19,179.53,26,81.48,2.2,28.5,1,4,62.5,0,3,2752.88,3183,0,Q4
39,Female,USA,New York,2.8,23,48.3,15.1,20.2,16,21,138.8,10,11.9,6.5,43.4,4,5,96.2,0,3,3199.58,2351,0,Q1
49,Female,Canada,Ottawa,3.4,2,26.8,5.8,67.5,2,10,128.22,29,60.1,4.7,21.3,10,2,0.5,0,1,1041.15,2326,0,Q2
36,Male,India,Delhi,3.3,17,38.2,13.5,49.1,5,15,104.89,14,80.4,5.6,33.8,4,2,59.4,0,2,1651.94,5123,0,Q3
21,Female,France,Lyon,5.3,6,24.7,8.5,69.2,0,9,187.39,0,66.84,7.1,29,4,2,27.4,1,3,1172.35,1044,1,Q4
37,Male,Germany,Berlin,10,10,25.2,7.8,65,4,10,71.43,33,0,12.3,15,7,0,16.5,0,2,683.95,0,0,Q2
40,Female,USA,Chicago,1.3,7,26.9,5.7,71.8,4,8,107.21,25,45.1,4.1,12.4,9,2,0,0,2,907.41,1096,0,Q2
20,Male,UK,Leeds,2.1,16,32.6,13,43.7,3,15,100.68,27,86.5,12.8,17,9,3,22.4,0,3,1237.63,3076,0,Q1
35,Male,USA,Los Angeles,0.8,0,18.3,8.5,92.4,2,9,132.49,21,0,4.9,2.8,7,1,0,0,1,975.71,1250,1,Q3
35,Female,Canada,Montreal,1.8,5,23.4,10.2,58.9,1,10,134.11,9,0,0,15.8,9,2,12.1,0,2,1436.15,1639,1,Q3
30,Male,USA,New York,1.1,16,17,4.2,69.2,3,5,112.17,19,50.3,7.8,0,9,0,27.4,1,5,565.98,1813,0,Q1
25,Male,USA,Chicago,0.6,13,21.3,8.5,53.9,2,11,178.87,10,27,0,2,7,4,19.5,0,2,1574.02,1681,0,Q4
33,Male,Canada,Toronto,3.3,9,21.1,7.7,73.2,4,11,74.93,29,21.96,0,2.7,3,1,20.8,0,2,724.47,3640,0,Q4
47,Female,USA,New York,4,10,26.4,7.7,50.1,4,9,199.39,35,13.2,16.9,35.2,8,2,36.7,0,2,1964.13,588,1,Q2
40,Female,Germany,Cologne,0.9,11,17.4,4.7,69.4,0,6,74.14,119,38.2,5.2,5.6,3,2,27.4,1,4,462.42,0,1,Q2
33,Female,Germany,Munich,1,5,26.8,5.2,75.4,6,9,137.61,14,54.6,6.7,14.8,9,2,30.5,0,2,1484.12,2532,0,Q3
46,Male,Germany,Cologne,2.5,19,31.3,11.5,40.6,7,19,170.73,29,74.5,1.5,17.6,2,4,54,0,2,3287.5,2178,0,Q2
45,Female,UK,London,5.6,3,26.8,8.4,65.3,4,9,116.4,140,34.6,9.4,28.6,3,1,19.4,0,3,923.93,1879,0,Q2
20,Male,France,Marseille,2.1,9,31.7,4.9,62.9,7,9,135.23,36,0,1.6,29.5,4,2,63.4,0,4,1184.64,0,0,Q2
31,Female,USA,New York,0.6,0,29.7,7.6,68,2,7,107.84,107,51.4,0,18.5,7,2,28.7,0,5,727.19,1792,1,Q2
18,Female,Germany,Cologne,0.9,8,29.2,8.5,71.1,5,10,126.46,6,63.5,3,18.1,15,2,20,0,2,1486.54,2221,0,Q3
